Start,End,Regularity,Steps,Movements per hour,Time in bed (seconds),Time asleep (seconds),Time before sleep (seconds),Window start,Window stop,Snore time,Sleep Quality
21.08.00,07.23.00,81,960,97.2,36899.6,31979.7,246.0,05.00.00,05.00.00,86.0,61
23.57.00,07.59.00,72,20566,76.4,28889.8,26386.0,192.6,08.00.00,08.00.00,84.0,68
22.45.00,06.43.00,75,2091,60.6,28660.8,26081.3,191.1,06.30.00,06.30.00,1405.0,78
22.43.00,05.11.00,83,1792,40.3,23297.3,20812.3,155.3,05.00.00,05.00.00,135.0,74
22.54.00,05.14.00,88,3982,39.9,22817.1,19318.5,152.1,05.00.00,05.00.00,0.0,72
22.56.00,06.20.00,92,10504,50.0,26653.6,22300.2,1066.1,06.00.00,06.00.00,0.0,78
23.05.00,07.17.00,93,2578,64.1,29503.9,25373.3,590.1,06.00.00,06.00.00,69.0,77
22.55.00,07.42.00,92,1520,74.1,31632.1,28679.8,2214.2,06.00.00,06.00.00,1296.0,76
22.01.00,05.11.00,86,7060,53.9,25807.8,21420.5,516.2,05.00.00,05.00.00,153.0,74
22.17.00,05.01.00,88,1528,67.5,24247.3,20610.2,484.9,05.00.00,05.00.00,0.0,62
21.35.00,05.05.00,87,5043,50.0,27000.0,22320.0,540.0,05.00.00,05.00.00,1740.0,80
21.34.00,05.46.00,95,4687,56.5,29528.3,26575.4,1378.0,05.45.00,05.45.00,371.0,83
22.09.00,06.56.00,91,5680,56.6,31594.7,25591.7,631.9,06.45.00,06.45.00,251.0,89
01.22.00,09.16.00,78,7548,50.0,28440.0,27871.2,568.8,06.45.00,06.45.00,477.0,84
22.23.00,05.11.00,47,5002,58.3,24484.2,18771.2,489.7,05.00.00,05.00.00,167.0,68
21.29.00,05.08.00,67,5740,49.1,27571.3,24354.6,551.4,05.00.00,05.00.00,1221.0,82
22.00.00,05.13.00,94,2062,51.7,25929.6,21435.1,518.6,05.00.00,05.00.00,160.0,76
22.18.00,06.45.00,91,3438,41.1,30464.1,27519.2,609.3,06.30.00,06.30.00,75.0,96
23.35.00,07.10.00,85,578,65.7,27345.4,23425.9,546.9,06.30.00,06.30.00,243.0,71
21.07.00,05.08.00,54,1847,77.3,28852.5,25294.0,1250.3,05.00.00,05.00.00,335.0,67
22.19.00,05.08.00,68,3349,59.2,24541.4,19960.3,490.8,05.00.00,05.00.00,0.0,67
21.41.00,05.12.00,88,3867,53.7,27018.3,23866.2,540.4,05.00.00,05.00.00,83.0,78
21.33.00,05.10.00,92,63,72.8,27447.2,22781.2,548.9,05.00.00,05.00.00,0.0,67
23.16.00,07.04.00,88,5426,42.6,28078.8,25832.5,561.6,07.00.00,07.00.00,0.0,88
00.10.00,06.37.00,86,857,64.1,23184.3,17774.6,2395.7,07.00.00,07.00.00,0.0,61
23.21.00,07.32.00,81,4155,55.5,29468.7,22690.9,589.4,07.30.00,07.30.00,135.0,84
22.01.00,06.41.00,85,2100,45.0,31244.7,28224.3,624.9,06.30.00,06.30.00,161.0,96
22.28.00,06.51.00,87,290,37.7,30183.6,27064.6,603.7,06.30.00,06.30.00,114.0,98
22.10.00,06.53.00,91,593,51.5,31386.2,25318.2,627.7,06.00.00,06.00.00,0.0,92
21.58.00,06.02.00,95,5383,34.3,29018.0,25245.6,1354.2,05.30.00,05.30.00,0.0,96
21.38.00,06.18.00,94,295,50.3,31211.7,28922.8,1040.4,05.30.00,05.30.00,72.0,92
23.05.00,07.04.00,89,1156,47.5,28770.5,23975.4,1150.8,07.00.00,07.00.00,176.0,87
00.50.00,08.17.00,84,3225,46.1,26786.5,24911.5,535.7,08.00.00,08.00.00,80.0,82
21.52.00,06.33.00,73,290,50.7,31260.3,25946.1,625.2,05.30.00,05.30.00,183.0,92
21.37.00,06.03.00,77,189,36.4,30347.6,28223.3,607.0,05.30.00,05.30.00,0.0,99
22.06.00,05.32.00,82,87,56.0,26751.5,23095.5,802.5,05.30.00,05.30.00,292.0,75
22.45.00,06.18.00,91,93,49.8,27175.0,25635.1,543.5,05.30.00,05.30.00,0.0,80
22.36.00,06.23.00,93,255,44.3,28018.5,25123.3,560.4,06.00.00,06.00.00,0.0,86
23.14.00,08.09.00,89,3079,44.4,32119.1,29549.5,642.4,06.00.00,06.00.00,162.0,99
23.12.00,07.00.00,89,4587,46.4,28064.2,24696.5,561.3,07.00.00,07.00.00,0.0,85
21.39.00,05.11.00,81,249,35.7,27112.7,25847.4,542.3,05.00.00,05.00.00,0.0,89
22.08.00,05.22.00,85,2748,40.3,26042.1,23785.1,520.8,05.00.00,05.00.00,72.0,83
21.37.00,05.10.00,87,1555,44.1,27230.4,26141.1,544.6,05.00.00,05.00.00,406.0,84
21.44.00,05.11.00,96,1721,50.7,26822.4,23335.5,536.4,05.00.00,05.00.00,0.0,78
22.06.00,06.01.00,94,2240,45.9,28499.6,23844.7,570.0,05.00.00,05.00.00,305.0,86
23.19.00,07.01.00,90,2897,34.2,27713.1,25865.6,1016.1,05.00.00,05.00.00,159.0,92
22.31.00,07.47.00,86,2020,42.4,33394.3,28607.8,667.9,05.00.00,05.00.00,0.0,100
21.51.00,05.22.00,81,999,54.8,27026.6,22432.1,540.5,05.00.00,05.00.00,0.0,76
21.45.00,05.34.00,86,7636,45.3,28101.1,24448.0,936.7,05.00.00,05.00.00,1214.0,86
22.34.00,05.30.00,88,7041,46.2,24977.4,23811.8,499.5,05.00.00,05.00.00,128.0,75
21.59.00,05.32.00,95,2711,37.5,27173.7,21920.1,543.5,05.00.00,05.00.00,0.0,88
21.33.00,07.03.00,90,1073,42.0,34178.3,30532.6,683.6,06.00.00,06.00.00,527.0,100
23.46.00,08.12.00,84,10147,46.5,30340.7,26902.1,606.8,06.00.00,06.00.00,0.0,91
23.23.00,08.39.00,83,4115,34.3,33387.4,32719.7,667.7,06.00.00,06.00.00,0.0,100
22.28.00,07.07.00,81,4154,43.7,31119.3,27903.6,622.4,06.00.00,06.00.00,125.0,96
23.50.00,08.01.00,84,14610,49.4,29464.7,26518.2,589.3,07.00.00,07.00.00,483.0,86
22.31.00,07.15.00,81,2949,86.3,31453.1,27154.5,629.1,06.00.00,06.00.00,457.0,64
21.24.00,07.07.00,84,2846,43.9,34942.8,31099.1,698.9,06.00.00,06.00.00,217.0,99
21.45.00,06.52.00,89,2690,67.0,32828.5,27685.4,1641.4,06.00.00,06.00.00,0.0,81
22.00.00,07.24.00,93,4228,50.6,33839.6,28425.3,676.8,07.00.00,07.00.00,0.0,94
00.02.00,08.24.00,88,4325,49.4,30104.0,27996.7,602.1,07.00.00,07.00.00,0.0,88
21.22.00,05.11.00,73,2830,58.7,28148.8,24395.6,1501.3,05.00.00,05.00.00,0.0,76
21.08.00,05.23.00,74,1593,56.0,29710.4,24659.6,594.2,05.00.00,05.00.00,0.0,82
21.20.00,05.32.00,81,2286,56.9,29559.5,25913.8,591.2,05.00.00,05.00.00,68.0,81
21.53.00,05.32.00,96,2759,48.8,27503.3,22461.0,550.1,05.00.00,05.00.00,443.0,81
21.28.00,07.23.00,91,234,57.4,35689.3,30573.8,4282.7,07.00.00,07.00.00,616.0,89
22.21.00,07.04.00,89,2502,42.7,31387.6,27725.7,627.8,07.00.00,07.00.00,175.0,97
22.52.00,07.42.00,87,929,50.1,31807.4,26082.1,636.1,07.30.00,07.30.00,212.0,93
21.47.00,05.42.00,85,1777,43.1,28465.6,25049.7,569.3,05.15.00,05.15.00,0.0,88
21.24.00,06.18.00,85,1995,74.8,32022.7,28820.4,640.5,05.30.00,05.30.00,0.0,74
21.49.00,05.00.00,84,6643,36.5,25874.8,23632.3,517.5,05.00.00,05.00.00,0.0,84
21.57.00,05.06.00,92,2317,64.1,25745.8,21197.3,514.9,05.00.00,05.00.00,165.0,66
21.44.00,05.11.00,94,2390,66.1,26795.5,23669.4,535.9,05.00.00,05.00.00,2554.0,68
00.16.00,07.06.00,86,1690,68.2,24623.2,22242.9,492.5,07.00.00,07.00.00,0.0,61
22.20.00,07.33.00,80,1018,72.4,33191.7,28434.2,995.8,07.00.00,07.00.00,553.0,77
23.03.00,07.11.00,78,972,32.2,29269.4,24391.2,2439.1,06.30.00,06.30.00,0.0,99
22.08.00,05.04.00,82,2153,9.2,24935.1,24436.4,498.7,05.00.00,05.00.00,2140.0,89
21.48.00,05.01.00,86,51,48.1,25972.8,22509.8,519.5,05.00.00,05.00.00,947.0,77
22.53.00,06.36.00,87,7553,48.4,27820.9,24018.7,556.4,06.15.00,06.15.00,0.0,82
21.18.00,06.48.00,82,5008,46.8,34205.7,32381.4,684.1,06.30.00,06.30.00,0.0,97
23.42.00,07.51.00,78,6556,43.2,29349.3,25240.4,587.0,07.00.00,07.00.00,252.0,90
22.12.00,05.21.00,74,7549,52.9,25739.2,21620.9,514.8,05.00.00,05.00.00,209.0,73
21.33.00,05.35.00,77,3965,64.5,28890.4,24749.4,577.8,05.00.00,05.00.00,85.0,74
21.51.00,05.13.00,85,2382,73.5,26504.0,23941.9,530.1,05.00.00,05.00.00,176.0,62
21.44.00,05.02.00,95,3387,50.9,26272.3,23382.4,525.4,05.00.00,05.00.00,115.0,76
22.45.00,07.06.00,86,3905,33.0,30068.0,27562.3,1403.2,07.00.00,07.00.00,290.0,100
22.59.00,07.15.00,97,5630,47.4,29765.1,26590.1,595.3,07.00.00,07.00.00,73.0,89
22.27.00,08.04.00,93,3666,68.7,34655.4,29803.7,693.1,07.30.00,07.30.00,106.0,80
22.05.00,07.03.00,89,4404,84.8,32280.7,29375.4,645.6,07.00.00,07.00.00,0.0,67
20.45.00,05.45.00,85,3731,54.9,32446.5,28336.6,1406.0,05.35.00,05.35.00,120.0,91
21.52.00,07.41.00,76,6065,102.7,35312.4,31781.1,706.2,05.35.00,05.35.00,286.0,55
22.58.00,07.33.00,82,2826,91.3,30882.7,26970.9,617.7,07.30.00,07.30.00,2104.0,61
22.42.00,06.51.00,91,8467,125.8,29303.5,21196.2,586.1,06.30.00,06.30.00,111.0,38
21.49.00,05.20.00,87,110,64.4,27067.7,21473.7,541.4,05.00.00,05.00.00,0.0,71
22.01.00,07.04.00,85,3056,51.4,32605.7,27171.4,652.1,06.30.00,06.30.00,0.0,94
21.54.00,05.13.00,83,5299,59.0,26365.2,20916.4,527.3,05.00.00,05.00.00,158.0,72
22.22.00,07.14.00,82,1829,55.9,31947.9,28646.6,639.0,06.30.00,06.30.00,0.0,90
23.43.00,08.05.00,81,2194,38.7,30088.5,26177.0,601.8,08.00.00,08.00.00,0.0,96
23.10.00,07.49.00,85,13172,62.8,31105.4,25610.1,622.1,07.00.00,07.00.00,1355.0,83
23.18.00,07.08.00,89,11414,40.5,28178.9,24609.5,563.6,06.30.00,06.30.00,114.0,89
21.56.00,05.24.00,87,904,101.3,26875.1,24366.8,537.5,05.00.00,05.00.00,77.0,50
21.53.00,05.12.00,88,3917,77.0,26318.8,22195.5,526.4,05.00.00,05.00.00,0.0,62
21.58.00,06.55.00,86,4670,40.3,32196.7,29084.3,643.9,06.30.00,06.30.00,0.0,100
23.59.00,07.49.00,86,254,109.5,28186.6,26025.6,563.7,07.30.00,07.30.00,1877.0,48
00.34.00,09.08.00,82,1448,45.3,30822.6,27945.8,616.5,07.30.00,07.30.00,207.0,94
23.15.00,08.29.00,81,4560,56.7,33206.1,30549.6,664.1,07.30.00,07.30.00,80.0,91
22.00.00,05.11.00,77,407,82.7,25864.3,24398.7,517.3,05.00.00,05.00.00,0.0,59
21.41.00,05.44.00,79,9774,141.5,28971.6,27619.6,579.4,05.00.00,05.00.00,85.0,34
21.53.00,05.10.00,83,159,64.1,26249.6,21174.7,525.0,05.00.00,05.00.00,693.0,70
21.54.00,05.26.00,95,5905,134.0,27155.9,20185.9,543.1,05.00.00,05.00.00,895.0,38
21.38.00,05.36.00,96,7253,76.6,28698.0,23628.0,765.3,05.00.00,05.00.00,0.0,71
23.42.00,08.44.00,77,4418,43.4,32514.9,30780.8,975.4,05.00.00,05.00.00,471.0,100
22.11.00,05.20.00,58,1149,130.9,25770.2,18984.1,515.4,05.00.00,05.00.00,0.0,39
22.27.00,05.12.00,78,2485,26.1,24244.0,20526.6,2666.8,05.00.00,05.00.00,0.0,82
22.59.00,05.23.00,83,5992,80.0,23081.4,20696.4,461.6,05.00.00,05.00.00,0.0,56
22.06.00,05.24.00,94,143,63.8,26252.2,23189.4,525.0,05.00.00,05.00.00,0.0,71
22.52.00,06.57.00,89,5921,45.2,29114.0,24455.8,582.3,06.30.00,06.30.00,0.0,89
22.54.00,08.14.00,87,7596,46.9,33627.9,27014.4,672.6,07.00.00,07.00.00,0.0,98
23.22.00,05.53.00,83,4657,27.8,23414.4,21931.5,468.3,05.30.00,05.30.00,0.0,78
22.07.00,05.04.00,80,1896,35.2,25005.7,23505.4,500.1,05.00.00,05.00.00,0.0,80
22.03.00,06.38.00,85,969,45.3,30882.5,23573.6,617.6,05.00.00,05.00.00,0.0,94
23.14.00,07.16.00,85,1780,82.4,28899.5,25913.2,578.0,05.00.00,05.00.00,456.0,69
22.54.00,05.26.00,84,3073,36.8,23505.0,21311.2,470.1,05.00.00,05.00.00,0.0,75
22.57.00,08.19.00,81,4850,38.8,33713.5,32027.8,1685.7,05.00.00,05.00.00,161.0,100
22.27.00,07.57.00,84,4077,50.4,34182.8,25637.1,683.7,05.00.00,05.00.00,437.0,95
22.28.00,05.01.00,81,6141,80.3,23564.2,21129.2,471.3,05.00.00,05.00.00,245.0,57
22.48.00,05.32.00,87,5095,58.7,24240.4,18907.5,484.8,05.00.00,05.00.00,0.0,68
22.25.00,07.03.00,84,1645,52.4,31119.0,25102.7,622.4,06.45.00,06.45.00,875.0,91
23.22.00,07.30.00,89,6452,24.3,29260.2,25846.5,585.2,06.45.00,06.45.00,0.0,100
22.51.00,06.16.00,86,2302,73.3,26656.4,23279.9,533.1,05.00.00,05.00.00,247.0,68
23.18.00,07.35.00,86,3122,41.8,29790.2,24030.7,1390.2,07.00.00,07.00.00,442.0,92
23.06.00,07.25.00,89,20015,33.1,29915.4,27821.3,598.3,07.00.00,07.00.00,0.0,97
22.26.00,07.05.00,91,9296,45.3,31155.0,26274.1,623.1,07.00.00,07.00.00,0.0,94
22.10.00,05.28.00,91,7452,103.0,26223.3,23688.4,524.5,06.00.00,06.00.00,0.0,53
23.08.00,06.19.00,85,9246,75.1,25879.9,22946.9,517.6,07.00.00,07.00.00,148.0,65
22.42.00,06.20.00,96,7512,58.3,27477.1,24271.5,549.5,06.00.00,06.00.00,0.0,77
23.39.00,07.02.00,91,10612,75.6,26548.3,22123.6,531.0,07.00.00,07.00.00,0.0,67
21.59.00,06.10.00,87,10151,40.0,29498.2,25073.5,590.0,06.00.00,06.00.00,75.0,92
22.05.00,06.22.00,88,275,71.0,29833.0,23070.8,1491.6,06.00.00,06.00.00,0.0,77
22.02.00,06.38.00,91,4071,35.0,30964.5,26629.5,2167.5,06.00.00,06.00.00,70.0,100
22.51.00,05.23.00,93,94,52.6,23497.0,21382.3,469.9,05.00.00,05.00.00,189.0,68
23.26.00,07.11.00,87,6963,31.7,27888.1,25564.1,557.8,07.00.00,07.00.00,0.0,91
23.53.00,07.55.00,84,9780,64.4,28909.9,24766.1,578.2,07.00.00,07.00.00,0.0,78
23.46.00,07.22.00,88,5918,83.1,27368.1,24266.4,547.4,07.00.00,07.00.00,0.0,65
22.34.00,06.03.00,88,9584,71.4,26899.9,21520.0,1345.0,05.30.00,05.30.00,0.0,69
22.09.00,06.05.00,90,4664,43.3,28563.1,25040.3,1047.3,06.00.00,06.00.00,0.0,88
22.42.00,06.35.00,89,5487,49.1,28412.4,23771.7,568.2,05.00.00,05.00.00,0.0,84
22.40.00,06.37.00,96,396,58.3,28615.6,21747.9,572.3,05.30.00,05.30.00,0.0,80
22.40.00,05.52.00,95,4830,57.4,25906.8,22798.0,518.1,05.30.00,05.30.00,166.0,73
22.25.00,07.14.00,93,966,61.5,31758.1,25300.6,635.2,07.00.00,07.00.00,316.0,87
22.24.00,06.53.00,92,5456,75.3,30517.1,27363.7,610.3,06.30.00,06.30.00,0.0,77
22.24.00,05.02.00,89,9737,62.3,23895.3,17363.9,1274.4,05.00.00,05.00.00,132.0,65
05.05.00,05.36.00,0,9737,0.0,1852.8,1815.8,37.1,05.35.00,05.35.00,0.0,7
05.36.00,06.54.00,0,9737,0.0,4664.4,4571.2,93.3,06.35.00,06.35.00,0.0,17
22.10.00,05.00.00,93,2406,58.1,24647.9,20704.3,985.9,05.00.00,05.00.00,0.0,69
21.56.00,05.18.00,93,4290,36.1,26524.6,22899.6,1503.1,05.00.00,05.00.00,631.0,85
22.12.00,05.03.00,96,8801,61.0,24708.3,21084.4,494.2,05.00.00,05.00.00,0.0,68
05.04.00,07.18.00,0,8801,33.7,8050.3,3193.3,1234.4,06.35.00,06.35.00,0.0,26
23.04.00,06.22.00,91,1897,44.0,26239.7,25102.6,524.8,06.35.00,06.35.00,0.0,80
22.21.00,05.40.00,89,1870,30.2,26338.4,20895.1,2370.5,06.00.00,06.00.00,0.0,87
21.47.00,04.33.00,85,4018,33.7,24341.1,21095.6,973.6,04.30.00,04.30.00,0.0,79
22.21.00,08.15.00,79,6266,29.3,35634.9,34922.2,712.7,04.30.00,04.30.00,0.0,100
22.27.00,05.31.00,76,10618,33.5,25424.1,24915.6,508.5,05.30.00,05.30.00,0.0,82
22.15.00,05.34.00,80,5139,65.0,26344.1,22831.5,526.9,05.00.00,05.00.00,0.0,71
22.00.00,05.03.00,89,1910,29.2,25359.5,23246.2,1098.9,05.00.00,05.00.00,0.0,84
21.56.00,05.02.00,97,7679,68.6,25524.1,23652.3,510.5,05.00.00,05.00.00,0.0,67
22.40.00,06.13.00,92,3006,59.9,27133.5,23515.7,542.7,06.00.00,06.00.00,0.0,75
22.10.00,07.11.00,90,10778,86.2,32428.3,30158.3,1405.2,06.30.00,06.30.00,0.0,75
22.29.00,05.44.00,86,2487,86.6,26065.0,21460.2,521.3,05.00.00,05.00.00,158.0,60
22.35.00,05.36.00,90,2212,81.5,25258.9,21891.0,505.2,05.30.00,05.30.00,0.0,61
22.00.00,05.32.00,93,1767,42.6,27139.3,23520.7,542.8,05.15.00,05.15.00,0.0,84
22.56.00,06.40.00,92,4358,91.1,27844.1,22182.4,556.9,06.30.00,06.30.00,80.0,62
23.02.00,07.14.00,91,166,45.4,29534.6,25695.1,590.7,06.30.00,06.30.00,0.0,90
22.50.00,07.50.00,90,4424,42.6,32367.0,30209.2,647.3,07.30.00,07.30.00,0.0,100
23.50.00,07.20.00,92,3810,60.2,27016.3,23954.4,540.3,07.30.00,07.30.00,0.0,75
22.22.00,05.26.00,84,6718,85.6,25405.3,21425.1,508.1,05.15.00,05.15.00,0.0,59
22.06.00,05.32.00,84,166,52.2,26780.1,20352.9,2856.5,05.10.00,05.10.00,0.0,78
22.29.00,05.00.00,95,3002,47.4,23444.1,19771.2,1953.7,05.00.00,05.00.00,112.0,70
22.03.00,05.11.00,94,2041,53.7,25681.0,21572.0,513.6,05.00.00,05.00.00,0.0,74
21.24.00,05.11.00,94,355,125.8,27999.2,26225.9,560.0,05.00.00,05.00.00,0.0,46
23.09.00,06.54.00,87,4170,64.7,27915.6,24193.5,558.3,06.30.00,06.30.00,248.0,75
21.59.00,05.24.00,81,40,70.3,26669.6,22046.9,533.4,05.00.00,05.00.00,72.0,70
23.01.00,06.11.00,78,961,97.2,25803.2,20470.5,1892.2,06.00.00,06.00.00,190.0,55
22.18.00,05.13.00,83,2635,62.9,24891.1,20410.7,497.8,05.00.00,05.00.00,0.0,68
21.35.00,05.32.00,87,1247,86.9,28627.1,25573.6,572.5,05.00.00,05.00.00,0.0,67
22.07.00,05.22.00,90,1478,31.5,26090.5,24351.1,521.8,05.00.00,05.00.00,0.0,86
22.44.00,07.17.00,88,1846,57.8,30811.6,24546.5,3697.4,06.30.00,06.30.00,507.0,87
23.10.00,07.00.00,89,8061,106.6,28180.2,20853.3,563.6,07.00.00,07.00.00,0.0,56
21.49.00,05.24.00,83,7376,41.2,27324.3,25138.3,546.5,05.00.00,05.00.00,0.0,85
00.20.00,07.06.00,78,190,96.8,24354.9,21026.4,487.1,07.00.00,07.00.00,0.0,53
22.47.00,05.13.00,70,926,59.8,23188.6,19864.9,463.8,05.00.00,05.00.00,0.0,65
22.22.00,05.10.00,77,326,32.2,24480.1,23174.5,489.6,05.00.00,05.00.00,109.0,80
21.25.00,05.56.00,84,3861,76.2,30614.9,26328.8,612.3,06.00.00,06.00.00,0.0,77
22.09.00,05.16.00,90,3619,50.0,25627.5,23919.0,1110.5,05.15.00,05.15.00,0.0,76
21.22.00,06.37.00,85,2782,50.8,33287.5,29736.9,665.8,06.30.00,06.30.00,0.0,96
21.58.00,06.12.00,87,5380,113.6,29631.4,24001.5,592.6,06.00.00,06.00.00,179.0,56
21.09.00,06.10.00,92,7271,60.0,32489.5,25125.2,649.8,06.00.00,06.00.00,0.0,91
22.12.00,06.18.00,92,8316,76.3,29194.6,23161.0,1265.1,06.00.00,06.00.00,0.0,74
22.30.00,06.09.00,93,29359,71.2,27505.2,24663.0,550.1,06.00.00,06.00.00,73.0,72
21.54.00,06.00.00,93,15376,57.8,29161.6,24787.4,583.2,06.00.00,06.00.00,0.0,83
22.13.00,06.17.00,95,5640,36.5,29059.4,27412.7,581.2,06.30.00,06.30.00,0.0,93
22.06.00,06.18.00,96,16810,40.4,29543.7,25801.5,590.9,05.55.00,05.55.00,113.8,92
22.09.00,06.27.00,97,500,106.7,29837.5,26257.0,596.7,05.55.00,05.55.00,0.0,61
22.20.00,06.32.00,98,2524,52.3,29477.0,25252.0,589.5,05.30.00,05.30.00,0.0,86
21.32.00,05.08.00,93,2191,48.3,27352.3,22064.2,1458.8,05.00.00,05.00.00,61.9,82
21.14.00,06.20.00,89,5679,72.1,32768.9,28618.2,655.4,05.00.00,05.00.00,0.0,84
23.50.00,07.10.00,80,10959,44.3,26358.7,22580.6,527.2,07.00.00,07.00.00,0.0,81
22.57.00,07.17.00,83,11769,101.2,30042.2,27238.2,600.8,07.00.00,07.00.00,0.0,64
23.31.00,06.40.00,84,8921,61.1,25766.3,21815.5,515.3,06.30.00,06.30.00,0.0,72
21.55.00,05.28.00,86,2440,40.1,27144.9,24430.4,1085.8,05.05.00,05.05.00,0.0,85
21.13.00,05.03.00,86,1551,53.4,28218.5,22386.7,1975.3,05.00.00,05.00.00,0.0,82
21.09.00,05.11.00,89,3166,67.9,28947.2,25956.0,2026.3,05.00.00,05.00.00,1554.9,77
22.35.00,07.01.00,87,6,38.0,30369.9,22676.2,2733.3,06.30.00,06.30.00,0.0,96
22.50.00,06.54.00,89,3424,50.3,29042.8,25170.4,580.9,06.30.00,06.30.00,0.0,86
22.13.00,05.33.00,84,3312,44.3,26378.5,24004.4,527.6,05.30.00,05.30.00,0.0,81
21.54.00,05.10.00,92,3864,69.0,26209.1,22976.7,524.2,05.00.00,05.00.00,96.7,69
22.02.00,05.05.00,92,1470,47.2,25382.2,24113.0,507.6,05.00.00,05.00.00,0.0,77
21.48.00,05.31.00,96,1395,71.1,27799.9,23629.9,556.0,05.30.00,05.30.00,775.8,73
22.13.00,05.02.00,95,1311,41.5,24525.4,22563.4,490.5,05.00.00,05.00.00,0.0,76
21.33.00,05.12.00,93,1341,45.2,27586.5,24735.9,551.7,05.00.00,05.00.00,0.0,84
21.17.00,05.00.00,94,2346,58.1,27791.5,24641.8,555.8,05.00.00,05.00.00,736.8,79
22.38.00,05.47.00,90,8549,73.0,25692.4,20639.5,513.8,05.45.00,05.45.00,0.0,66
22.07.00,06.33.00,89,16513,99.6,30354.0,24485.5,607.1,06.30.00,06.30.00,1059.1,65
20.51.00,05.02.00,83,740,92.0,29426.6,25208.8,588.5,05.00.00,05.00.00,69.1,67
21.56.00,05.03.00,86,4489,44.0,25577.2,24554.1,511.5,05.00.00,05.00.00,0.0,79
20.59.00,05.08.00,86,12532,62.3,29340.2,24352.4,586.8,05.00.00,05.00.00,0.0,81
22.05.00,06.02.00,89,8078,36.9,28642.4,27496.7,572.8,06.00.00,06.00.00,0.0,91
22.24.00,08.09.00,82,9783,86.4,35109.7,30311.4,702.2,06.00.00,06.00.00,79.7,77
22.57.00,06.51.00,82,6880,35.9,28447.8,26646.1,663.8,06.30.00,06.30.00,0.0,91
22.09.00,05.05.00,82,11938,62.1,24984.4,20070.8,2248.6,05.00.00,05.00.00,0.0,69
21.36.00,05.09.00,86,5681,73.3,27157.5,24260.7,543.2,05.00.00,05.00.00,358.7,70
21.52.00,05.02.00,90,7498,68.3,25794.1,21581.1,515.9,05.00.00,05.00.00,383.0,69
